C2_L_cmH2O,R2_cmH2O_s_L,MPtot_min,MPtot_max,EF1_min,EF1_max,EII_min,EII_max,EII_range,EF1_range,preference_reversal_across_loading_inputs
0.08,15.0,3.679652566847169,83.98291529786698,0.44439876318355875,0.48460432036882256,0.030791359262354847,0.11120247363288249,0.08041111437052764,0.04020555718526381,False
0.08,16.0,3.5976836813550532,82.09030304720186,0.45479257848553717,0.4961052896121119,0.00778942077577607,0.09041484302892558,0.0826254222531495,0.04131271112657475,False
0.085,4.0,5.233163667470032,118.33725580265833,0.3202755847370995,0.3228229421181836,0.35435411576363285,0.35944883052580123,0.005094714762168384,0.002547357381084081,False
0.085,5.0,5.075654573469626,115.42557319020504,0.3254546713432751,0.33665071433372407,0.326698571332552,0.34909065731344974,0.022392085980897758,0.011196042990448962,False
0.085,6.0,4.905051053399898,111.85325456199594,0.33449832041034866,0.3519739359786574,0.29605212804268555,0.33100335917930246,0.03495123113661691,0.017475615568308733,False
0.085,7.0,4.73480338587125,108.11520907114453,0.3453446603533958,0.3677358734744414,0.2645282530511174,0.30931067929320855,0.04478242624209117,0.02239121312104564,False
0.085,8.0,4.571769705069737,104.45508926107698,0.35704279698718233,0.3834291275807903,0.23314174483841954,0.28591440602563517,0.05277266118721563,0.026386330593607954,False
0.085,9.0,4.418979669378439,100.98445271426695,0.3691254886849812,0.3987970813306875,0.20240583733862516,0.26174902263003774,0.05934318529141258,0.02967159264570629,False
0.085,10.0,4.277405152781738,97.74701800333979,0.3812934090153727,0.4137091384566077,0.1725817230867846,0.23741318196925476,0.06483145888247016,0.032415729441235,False
0.085,11.0,4.146965374205313,94.75225088207767,0.3933690821341699,0.4281022508533167,0.1437954982933667,0.2132618357316604,0.0694663374382937,0.034733168719146834,False
0.085,12.0,4.027074083656747,91.99285289810692,0.4052458753944373,0.44195115723797446,0.11609768552405096,0.1895082492111255,0.07341056368707453,0.03670528184353716,False
0.085,13.0,3.9169315177796085,89.45388439038128,0.4168600222546046,0.4552522743365261,0.0894954513269477,0.1662799554907909,0.07678450416384319,0.038392252081921485,False
0.085,14.0,3.8156771987929607,87.11751192100822,0.4281745088392276,0.4680145615828242,0.06397087683435186,0.1436509823215448,0.07968010548719294,0.03984005274359659,False
0.085,15.0,3.7224673489222635,84.9654435586694,0.43916941025736916,0.4802541544952297,0.039491691009540746,0.12166117948526178,0.08216948847572103,0.041084744237860515,False
0.085,16.0,3.6365116091210097,82.98013211383075,0.44983589700767707,0.4919911290713238,0.016017741857352597,0.10032820598464584,0.08431046412729325,0.04215523206364674,False
0.09,4.0,5.40498009742223,122.44161493148734,0.3086507974260221,0.3134201342887388,0.3731597314225223,0.38269840514795567,0.009538673725433378,0.004769336862716744,False
0.09,5.0,5.222599720262833,118.90815274248348,0.3153592229119683,0.32833855956231134,0.3433228808753772,0.3692815541760635,0.025958673300686297,0.012979336650343065,False
0.09,6.0,5.030304486365908,114.80171004708313,0.3255367993611376,0.34450080224050433,0.3109983955189912,0.34892640127772473,0.03792800575873351,0.018964002879366726,False
0.09,7.0,4.841940554176148,110.62329375491365,0.3371972248006953,0.36093834619368825,0.2781233076126236,0.3256055503986094,0.047482242785985784,0.023741121392992948,False
0.09,8.0,4.663991361266986,106.60428920519159,0.34959711178698233,0.3771928962833478,0.24561420743330464,0.30080577642603523,0.05519156899273059,0.02759578449636546,False
0.09,9.0,4.498942403435439,102.8410644660216,0.3622637038903836,0.39303784836288913,0.21392430327422204,0.2754725922192329,0.06154828894501088,0.030774144472505538,False
0.09,10.0,4.347253011402518,99.36377888662386,0.3749277323142266,0.40836223358690465,0.183275532826191,0.25014453537154696,0.06686900254535597,0.03343450127267805,False
0.09,11.0,4.208413842632718,96.17089556586514,0.38743203946449645,0.42311652218362583,0.1537669556327484,0.22513592107100708,0.07136896543825869,0.035684482719129385,False
0.09,12.0,4.0814959882482515,93.24649233266499,0.39968422034888756,0.43728515528756323,0.12542968942487362,0.20063155930222487,0.07520186987735125,0.03760093493867567,False
0.09,13.0,3.9654303058867026,90.56894733296396,0.4116307878378004,0.45087175095821674,0.09825649808356675,0.1767384243243992,0.07848192624083246,0.03924096312041636,False
0.09,14.0,3.85914548247585,88.11525472097276,0.4232423619157556,0.46389076417058916,0.0722184716588218,0.15351527616848895,0.08129680450966716,0.04064840225483357,False
0.09,15.0,3.761632446031415,85.86310289645179,0.43450482516093086,0.4763626229652048,0.047274754069590356,0.13099034967813825,0.08371559560854788,0.041857797804273955,False
0.09,16.0,3.6719706248175874,83.79180074788721,0.4454138604765461,0.4883108228021693,0.023378354395661428,0.10917227904690786,0.08579392465124644,0.042896962325623234,False
0.095,4.0,5.570912931182406,126.39803413711367,0.29825169438087856,0.30496522392649067,0.3900695521470184,0.4034966112382429,0.013427059091224491,0.006713529545612107,False
0.095,5.0,5.362979117154527,122.2282471793843,0.3063331748536775,0.3208646092567117,0.3582707814865766,0.387333650292645,0.029062868806068398,0.014531434403034171,False
0.095,6.0,5.148953114199068,117.58902760527425,0.3174702744336903,0.33778073698148914,0.3244385260370218,0.36505945113261956,0.04062092509559778,0.020310462547798835,False
0.095,7.0,4.942754993832337,112.97884819431945,0.3299031183244991,0.35482510119570654,0.29034979760858703,0.3401937633510018,0.049843965742414786,0.02492198287120745,False
0.095,8.0,4.750309449806426,108.61232181078549,0.342928941215912,0.37158378993013014,0.25683242013973995,0.3141421175681759,0.057309697428435946,0.02865484871421814,False
0.095,9.0,4.573462073338739,104.56843102178374,0.3561161811148693,0.387857242112298,0.224285515775404,0.2877676377702614,0.06348212199485737,0.03174106099742868,False
0.095,10.0,4.412112576321252,100.8627646948983,0.3692226566686703,0.40355213062500195,0.1928957387499963,0.26155468666265946,0.06865894791266317,0.034329473956331624,False
0.095,11.0,4.265301542207273,97.4823625510329,0.38210940315540415,0.4186310549208901,0.16273789015821996,0.23578119368919184,0.07304330353097188,0.03652165176548594,False
0.095,12.0,4.131749018458665,94.4025469329871,0.3946967014393681,0.433087151537954,0.1338256969240923,0.21060659712126378,0.07678090019717149,0.03839045009858594,False
0.095,13.0,4.010114687180332,91.59501923872972,0.4069402048859219,0.44693048820653153,0.1061390235869371,0.1861195902281562,0.0799805666412191,0.03999028332060961,False
0.095,14.0,3.899117775307758,89.0316676590576,0.41881730996041167,0.4601804404411027,0.0796391191177948,0.16236538007917672,0.08272626096138193,0.04136313048069101,False
0.095,15.0,3.7975866871343538,86.68625032253169,0.43031904937981363,0.47286127963702107,0.05427744072595802,0.1393619012403728,0.08508446051441476,0.042542230257207436,False
0.095,16.0,3.7044738900729066,84.53502591702342,0.44142409601865945,0.4849995634545688,0.030000873090862374,0.11715180796268104,0.08715093487181867,0.04357546743590934,False
0.1,4.0,5.731054506502385,130.20932100954556,0.2889064094536669,0.29732684763657,0.40534630472686006,0.42218718109266623,0.016840876365806168,0.008420438182903112,False
0.1,5.0,5.49708267799016,125.3936933174592,0.29822303060915606,0.3141117336935347,0.3717765326129306,0.4035539387816877,0.03177740616875713,0.01588870308437862,False
0.1,6.0,5.261410864668187,120.22591952260116,0.310212862463868,0.3317079535394399,0.33658409292112057,0.3795742750722641,0.04299018215114353,0.021495091075571904,False
0.1,7.0,5.037725181744913,115.19393459665059,0.32333894167443056,0.34929968217870366,0.3014006356425928,0.35332211665113883,0.051921481008546044,0.025960740504273105,False
0.1,8.0,4.831227608778406,110.49165807969987,0.33692548279336776,0.3665131985329866,0.26697360293402694,0.3261490344132646,0.05917543147923765,0.029587715739618825,False
0.1,9.0,4.643043442863418,106.1788885619486,0.3505791434061989,0.3831733632760559,0.23365327344788822,0.2988417131876022,0.065188439739714,0.032594219869857,False
0.1,10.0,4.472475849499225,102.25587982634173,0.3640821531505077,0.3992027481587308,0.20159450368253862,0.2718356936989845,0.07024119001644591,0.03512059500822312,False
0.1,11.0,4.318100178892986,98.69797511562427,0.37731185908444353,0.41457486846959696,0.17085026306080606,0.24537628183111285,0.07452601877030679,0.03726300938515342,False
0.1,12.0,4.1782809264953595,95.4716961701585,0.39019987929770145,0.4292906799329761,0.14141864013404792,0.21960024140459722,0.0781816012705493,0.03909080063527465,False
0.1,13.0,4.051407125482738,92.54212302611585,0.4027100194420168,0.44336604790938505,0.11326790418123012,0.19457996111596634,0.08131205693473623,0.040656028467368266,False
0.1,14.0,3.9359912819595477,89.87613235901554,0.4148257127770329,0.4568247708296105,0.08635045834077923,0.17034857444593432,0.08399811610515509,0.04199905805257759,False
0.1,15.0,3.8307028220608013,87.44365635852239,0.4265298736070524,0.4696945754137894,0.06061084917242127,0.146940252785895,0.08632940361347374,0.04316470180673698,False
0.1,16.0,3.734370919264658,85.21800441338586,0.4378116165386669,0.4820047732998116,0.03599045340037687,0.12437676692266614,0.08838631352228926,0.044193156761144714,False
