C2_L_cmH2O,R2_cmH2O_s_L,PS_cmH2O,Tmus_s,EII_min,EII_max,EF1_min,EF1_max,EII_range,EF1_range
0.02,8.0,15.0,1.4,0.3148182482658001,0.3419092270645729,0.6574091241329001,0.6709546135322866,0.027090978798772758,0.01354548939938649
0.02,9.0,5.0,0.6,0.3155298536905405,0.3301833189607849,0.6577649268452703,0.6650916594803924,0.014653465270244415,0.0073267326351220685
0.02,9.0,5.0,1.0,0.3155298536905405,0.376649839992098,0.6577649268452703,0.6883249199960491,0.061119986301557516,0.03055999315077873
0.02,9.0,5.0,1.4,0.3155298536905405,0.34356664752242916,0.6577649268452703,0.6717833237612146,0.028036793831888673,0.014018396915944309
0.02,9.0,10.0,0.6,0.3155298536905405,0.33047325964658947,0.6577649268452703,0.6652366298232948,0.014943405956048983,0.007471702978024464
0.02,9.0,10.0,1.0,0.3155298536905405,0.36946142434455037,0.6577649268452703,0.6847307121722751,0.053931570654009886,0.026965785327004776
0.02,9.0,10.0,1.4,0.3155298536905405,0.3400618388069582,0.6577649268452703,0.6700309194034791,0.024531985116417743,0.012265992558208816
0.02,9.0,15.0,0.6,0.31552985369054143,0.3306641983442643,0.6577649268452708,0.6653320991721322,0.015134344653722875,0.007567172326861438
0.02,9.0,15.0,1.0,0.31552985369054143,0.3614830442730794,0.6577649268452708,0.6807415221365397,0.045953190582537995,0.022976595291268942
0.02,9.0,15.0,1.4,0.31552985369054143,0.33660865364006526,0.6577649268452708,0.6683043268200327,0.02107879994952383,0.010539399974761943
0.02,10.0,5.0,0.6,0.3156942936101757,0.32731604716355156,0.6578471468050879,0.6636580235817757,0.011621753553375858,0.00581087677668779
0.02,10.0,5.0,1.0,0.31669825633498605,0.36256957320910543,0.658349128167493,0.6812847866045527,0.04587131687411938,0.02293565843705969
0.02,10.0,5.0,1.4,0.31669825633498605,0.3376571276591051,0.658349128167493,0.6688285638295526,0.020958871324119055,0.010479435662059555
0.02,10.0,10.0,0.6,0.31669825633498605,0.32731604716355156,0.658349128167493,0.6636580235817757,0.01061779082856551,0.005308895414282699
0.02,10.0,10.0,1.0,0.31669825633498605,0.35771460220655715,0.658349128167493,0.6788573011032786,0.0410163458715711,0.02050817293578555
0.02,10.0,10.0,1.4,0.31669825633498605,0.33531601171998554,0.658349128167493,0.6676580058599927,0.01861775538499949,0.009308877692499662
0.02,10.0,15.0,0.6,0.316698256334986,0.3273188722084116,0.6583491281674929,0.6636594361042059,0.01062061587342561,0.0053103079367129435
0.02,10.0,15.0,1.0,0.316698256334986,0.35188029505935636,0.6583491281674929,0.6759401475296782,0.03518203872437037,0.017591019362185323
0.02,10.0,15.0,1.4,0.316698256334986,0.3328134212009302,0.6583491281674929,0.6664067106004652,0.01611516486594422,0.008057582432972277
0.02,11.0,5.0,0.6,0.3153304662260829,0.32587498302150847,0.6576652331130416,0.6629374915107542,0.010544516795425563,0.005272258397712615
0.02,11.0,5.0,1.0,0.3183492803278126,0.3520100384793902,0.6591746401639064,0.6760050192396951,0.0336607581515776,0.01683037907578877
0.02,11.0,5.0,1.4,0.3183492803278126,0.3336396181326491,0.6591746401639064,0.6668198090663245,0.015290337804836462,0.007645168902418176
