C2,R2,tau2_s,MPtot_fixed,EF1_fixed,EII_fixed,EF1_min,EF1_max,EII_min,EII_max
0.04,8,0.32,24.99763417832996,0.5,0.0,0.5,0.5,0.0,0.0
0.08,8,0.64,34.03621471291613,0.3672211259268471,0.2655577481463058,0.3654047971865244,0.3904011832855625,0.219197633428875,0.269190405626951
0.04,16,0.64,23.267515901040557,0.537178835176213,0.074357670352426,0.5352329183835546,0.5615662414254166,0.0704658367671091,0.123132482850833
0.08,4,0.32,37.49645126749494,0.3333333333333333,0.3333333333333333,0.3333333333333332,0.3333333333333335,0.3333333333333332,0.3333333333333335
0.1,4,0.4,43.0897855969304,0.2900644994171278,0.4198710011657444,0.2889064094536669,0.29732684763657,0.40534630472686,0.4221871810926662
0.08,16,1.28,27.401311585935936,0.4561393731087,0.0877212537826,0.4547925784855371,0.4961052896121119,0.007789420775776,0.0904148430289255
0.1,16,1.6,28.47481883336681,0.4389428133786353,0.1221143732427291,0.4378116165386669,0.4820047732998116,0.0359904534003768,0.1243767669226661
0.02,4,0.08,17.405330021796388,0.7181028497312565,0.4362056994625131,0.6576875629820929,0.767181559534585,0.3153751259641855,0.5343631190691697
0.06,16,0.96,25.81570412213538,0.4841555756152322,0.0316888487695353,0.4824699931660184,0.518880524364116,0.0010751642847317,0.0377610487282318
